organization,process_number,poster_url,poster_id,title,open_date
Royal Canadian Mounted Police (Public Service Employees),17-RCM-EA-K-CGY-COVERTOPS-65717,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1020475,1020475,Technological Crime  Forensic Analyst,2017-03-31
Royal Canadian Mounted Police (Public Service Employees),18-RCM-EA-N-S-NCR-TO-74892,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1160186,1160186,Intercept Field Support Specialist,2018-05-04
Royal Canadian Mounted Police (Public Service Employees),19-RCM-EA-N-S-NCR-SPS/FSIS-83655,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1302095,1302095,Forensic Laboratory Application/Database Administration,2019-05-03
Royal Canadian Mounted Police (Public Service Employees),19-RCM-EA-N-S-NCR-SPS/TO-83959,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1306691,1306691,Technological Crime Analyst,2019-05-22
Royal Canadian Mounted Police (Public Service Employees),21-RCM-EA-N-S-NCR-SPS/TO-99875,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1611322,1611322,Protective Technical Systems Support: Stream 1 (Installation) / Stream 2 (Infrastructure),2021-06-01
Royal Canadian Mounted Police (Public Service Employees),18-RCM-EA-P-E-SUR-IMT-PIMS-76013,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1181808,1181808,Programmer/Analyst,2018-07-20
Royal Canadian Mounted Police (Public Service Employees),18-RCM-EA-WPG-D-77383-1,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1220737,1220737,Wireless Communications Network Technologist,2018-10-11
Royal Canadian Mounted Police (Public Service Employees),18-RCM-EA-N-S-NCR-SPS/TO-79838,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1241353,1241353,Intercept Field Support Specialist,2019-01-16
Royal Canadian Mounted Police (Public Service Employees),21-RCM-EA-K-FPSS-DFS-103387,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1709792,1709792,Digital Evidence Specialist,2022-01-18
Royal Canadian Mounted Police (Public Service Employees),18-RCM-EA-N-S-NCR-TO-74275,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1151685,1151685,Protective Technical Systems Support,2018-04-23
Royal Canadian Mounted Police (Public Service Employees),20-RCM-EA-X-B-STJ-HQ-92208,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1457831,1457831,Wireless Communication Network Technician,2020-06-10
Royal Canadian Mounted Police (Public Service Employees),21-RCM-EA-N-S-NCR-SPS/TO-100605,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1627032,1627032,Intercept Field Support Specialist,2021-07-06
Royal Canadian Mounted Police (Public Service Employees),20-RCM-EA-N-S-NCR-SPSCIO-90177,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1408332,1408332,"Technical Advisor, Enterprise Data Management Services (EDMS) - ANTICIPATORY",2020-02-05
Royal Canadian Mounted Police (Public Service Employees),18-RCM-EA-P-E-SUR-IMT-BS-78910,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1230917,1230917,"PROGRAMMER/ANALYST, APPLICATION DEVELOPMENT",2018-11-08
Royal Canadian Mounted Police (Public Service Employees),20-RCM-EA-N-S-NCR-SPS/TO-91220,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1436637,1436637,Intercept Field Support Specialist,2020-03-31
Royal Canadian Mounted Police (Public Service Employees),21-RCM-EA-K-EDM-INFORMATIC-103674,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1724080,1724080,"Technician / Technologist, Information and Communications Technology",2022-01-27
Royal Canadian Mounted Police (Public Service Employees),17-RCM-EA-P-E-SUR-IMT-65219,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1016688,1016688,Project Manager/Business Analyst,2017-03-07
Royal Canadian Mounted Police (Public Service Employees),20-RCM-EA-K-FPSS-PTS-91233,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1441340,1441340,Protective Technical Systems Support,2020-04-21
Royal Canadian Mounted Police (Public Service Employees),21-RCM-EA-O-LON-MS-NEW-103968,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1695692,1695692,Wireless Communications Network Technician,2021-12-09
Royal Canadian Mounted Police (Public Service Employees),18-RCM-EA-P-E-SUR-IMT-76491,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1185702,1185702,"ANALYST, BUSINESS LINE SUPPORT",2018-07-09
Royal Canadian Mounted Police (Public Service Employees),16-RCM-EA-O-LON-AP-VAR-63977,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=996773,996773,Wireless Communications Network Technician,2017-05-03
Royal Canadian Mounted Police (Public Service Employees),20-RCM-EA-W-A-OTT-CYB-90500,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1417529,1417529,Technological Crime Analyst,2020-02-18
Royal Canadian Mounted Police (Public Service Employees),21-RCM-EA-N-S-NCR-SPS/TO-100995,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1636113,1636113,Technical Investigation Support Electronic Technologist,2021-07-21
Royal Canadian Mounted Police (Public Service Employees),18-RCM-EA-P-E-SUR-IMT-77581,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1206708,1206708,Wireless Communication Engineering Technologist,2018-09-06
Royal Canadian Mounted Police (Public Service Employees),19-RCM-EA-P-E-VAR-IMT-RTP-85692,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1340889,1340889,Wireless Communication Network Technologist (ANTICIPATORY),2019-08-13
Royal Canadian Mounted Police (Public Service Employees),21-RCM-EA-X-J-FRED-IT-96775,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1550807,1550807,Technician CS-01 - Technologist CS-02,2021-01-28
Royal Canadian Mounted Police (Public Service Employees),19-RCM-EA-P-E-SQUA-IMT-LMD-87175,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1365991,1365991,"Computer Support Technician, Infrastructure Operations",2019-10-18
Royal Canadian Mounted Police (Public Service Employees),21-RCM-EA-N-S-NCR-SPS/FSIS-102211,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1670033,1670033,"Support Analyst, Forensic Laboratory IT",2021-10-04
Royal Canadian Mounted Police (Public Service Employees),19-RCM-EA-X-B-STJ-HQ-82508,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1290463,1290463,Wireless Communication Network Technician/ LAN Coordinator/Specialist,2019-05-06
Royal Canadian Mounted Police (Public Service Employees),19-RCM-EA-N-S-NCR-SPS/TO-84715,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1322354,1322354,National Cybercrime Coordination Unit (NC3) - Senior Cybercrime Analyst,2019-07-02
Royal Canadian Mounted Police (Public Service Employees),21-RCM-EA-N-S-NCR-SPS/CIO-100143,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1620739,1620739,"Director, IM/IT Program",2021-06-15
Royal Canadian Mounted Police (Public Service Employees),17-RCM-EA-N-S-NCR-IM/IT-68023,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1169485,1169485,HRMIS Tester,2018-05-30
Royal Canadian Mounted Police (Public Service Employees),22-RCM-EA-N-S-NCR-SPS/CIO-113132,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1889982,1889982,Director,2022-11-30
Royal Canadian Mounted Police (Public Service Employees),18-RCM-EA-NCR-N-S-SPS/CIO-77479,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1203453,1203453,Programmer Analyst,2018-08-28
Royal Canadian Mounted Police (Public Service Employees),19-RCM-EA-F-REG-INFORMATICS-82710_AMENDED,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1306115,1306115,Wireless Communications Network Technician,2019-05-10
Royal Canadian Mounted Police (Public Service Employees),19-RCM-EA-P-E-SUR-IMT-BS-86808,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1359624,1359624,Project Manager or Business Analyst,2019-09-27
Royal Canadian Mounted Police (Public Service Employees),18-RCM-EA-K-EDM-INFORMATIC-76548,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1223787,1223787,Wireless/Land Mobile Communications Technician,2019-01-02
Royal Canadian Mounted Police (Public Service Employees),19-RCM-EA-N-S-NCR-SPS/TO-88166,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1382628,1382628,Software Developer/Programmer,2019-11-19
Royal Canadian Mounted Police (Public Service Employees),20-RCM-EA-N-S-NCR-SPS/TO-96296,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1532447,1532447,Intercept Field Support Specialist,2020-12-14
Royal Canadian Mounted Police (Public Service Employees),18-RCM-EA-P-E-SUR-IMT-75384,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1171673,1171673,"ANALYST, BUSINESS LINE SUPPORT",2018-06-08
Royal Canadian Mounted Police (Public Service Employees),19-RCM-EA-N-C-MTL-SPS/TO-82161,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1279933,1279933,Intercept Field Support Specialist- Programmer / Networking expert / Administrator / Technologist,2019-03-13
Royal Canadian Mounted Police (Public Service Employees),19-RCM-EA-N-S-NCR-SPS/TO-84707,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1322234,1322234,National Cybercrime Coordination Unit (NC3) -  Cybercrime Analyst,2019-07-02
Royal Canadian Mounted Police (Public Service Employees),20-RCM-EA-N-S-NCR-SPS/TO-93523,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1484413,1484413,Technical Crime Analyst,2020-08-25
Royal Canadian Mounted Police (Public Service Employees),19-RCM-EA-N-S-NCR-SPS/CIO-80989,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1255898,1255898,Team Leader,2019-01-15
Royal Canadian Mounted Police (Public Service Employees),19-RCM-EA-N-S-NCR-CIO-84902,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1365195,1365195,Team Leader - Anticipatory,2019-10-25
Royal Canadian Mounted Police (Public Service Employees),20-RCM-EA-K-FPSS-SOS-DFS-91891,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1459160,1459160,Technological Crime ICE  Forensic Analyst / Technological Crime ICE  Senior Analyst,2020-06-09
Royal Canadian Mounted Police (Public Service Employees),20-RCM-EA-K-EDM-INFORMATIC-90204,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1417661,1417661,LAN Coordinator / Support Analyst,2020-02-20
Royal Canadian Mounted Police (Public Service Employees),20-RCM-EA-N-S-NCR-SPS/TO-94272,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1497851,1497851,"IT Security, Sr. Consultant",2020-09-23
Royal Canadian Mounted Police (Public Service Employees),18-RCM-EA-K-EDM-INFORMATIC-78279,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1223752,1223752,LAN Co-ordinator/Specialist,2018-11-06
Royal Canadian Mounted Police (Public Service Employees),19-RCM-EA-N-E-SUR-TO-80981,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1258393,1258393,Electronic/Computer Technologist (Protective Technical Systems Support),2019-01-30
Royal Canadian Mounted Police (Public Service Employees),19-RCM-EA-N-S-NCR-CIO-81677,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1266298,1266298,Database Analyst,2019-02-07
Royal Canadian Mounted Police (Public Service Employees),18-RCM-EA-W-A-OTT-WIRE-78931,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1225874,1225874,Wireless Communications Network Technician,2018-10-26
Royal Canadian Mounted Police (Public Service Employees),22-RCM-EA-X-B-STJ-HQ-109750,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1826376,1826376,IT Specialists - Various (Multiple Positions),2022-08-04
Royal Canadian Mounted Police (Public Service Employees),16-RCM-EA-N-S-NRC-ECS-65147,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1024685,1024685,Database Analyst,2017-05-02
Royal Canadian Mounted Police (Public Service Employees),22-RCM-EA-N-S-NCR-DGHQ/NHQIS-105884,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1736762,1736762,"IT Analyst, Infrastructure/Operations - Various Streams",2022-02-16
Royal Canadian Mounted Police (Public Service Employees),18-RCM-EA-N-S-NCR-CIO-80492,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1255791,1255791,Technical Advisor,2019-01-16
Royal Canadian Mounted Police (Public Service Employees),21-RCM-EA-N-S-NCR-SPS/TO-101854,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1653304,1653304,"Support Analyst, Application Operations",2021-08-26
Royal Canadian Mounted Police (Public Service Employees),20-RCM-EA-N-N-NHQ-FP-90107,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1409208,1409208,Cybercrime Investigator (Technology as a target),2020-02-05
Royal Canadian Mounted Police (Public Service Employees),16-RCM-EA-N-S-NCR-IM/IT-64542,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=998395,998395,"Support Analyst, Infrastructure Operations (ANTICIPATORY)",2017-03-16
Royal Canadian Mounted Police (Public Service Employees),17RCM-EA-N-S-NCT-IM/IT-71154,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1112235,1112235,Database Analyst,2017-12-28
Royal Canadian Mounted Police (Public Service Employees),17-RCM-EA-N-S-NCR-IMIT-65823,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1020324,1020324,"Support Technician, Infrastructure Operations (ANTICIPATORY)",2017-03-16
Royal Canadian Mounted Police (Public Service Employees),20-RCM-EA-O-LON-AP-VAR-91873,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1459698,1459698,Wireless Communications Network Technician,2020-07-03
Royal Canadian Mounted Police (Public Service Employees),18-RCM-EA-N-S-NCR-CIO-80730,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1256443,1256443,Programmer,2019-01-22
Royal Canadian Mounted Police (Public Service Employees),18-RCM-EA-N-S-NCR-IM/IT-74589,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1171184,1171184,Programmer Analyst,2018-06-07
Royal Canadian Mounted Police (Public Service Employees),18-RCM-EA-N-S-NCR-IM/IT-74137,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1155926,1155926,"Support Technician, Infrastrutures Operations",2018-05-07
Royal Canadian Mounted Police (Public Service Employees),17-RCM-EA-O-LON-AP-VAR-68591,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1150843,1150843,LAN Coordinator - Specialist *AMENDMENT TO CLOSING DATE,2018-05-01
Royal Canadian Mounted Police (Public Service Employees),20-RCM-EA-N-S-NCR-SPSCIO-91269,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1451260,1451260,Technical Advisor,2020-05-15
Royal Canadian Mounted Police (Public Service Employees),17-RCM-EA-N-S-NCR-IM/IT-68286,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1082630,1082630,"Programmer/Analyst, Application  Development",2017-10-10
Royal Canadian Mounted Police (Public Service Employees),20-RCM-EA-N-S-NCR-SPS/TO-91428,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1438554,1438554,Security Analyst,2020-04-03
Royal Canadian Mounted Police (Public Service Employees),21-RCM-EA-WPG-D-99340,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1665771,1665771,Information Technology Support Specialist (IT Technician),2021-10-01
Royal Canadian Mounted Police (Public Service Employees),20-RCM-EA-N-S-NCR-SPSCIO-92410,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1487878,1487878,Senior Technical Advisor (Anticipatory),2020-09-22
Royal Canadian Mounted Police (Public Service Employees),20-RCM-EA-N-N-NHQ-FP-90121,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1409476,1409476,"Cybercrime Investigator (Stream 1 - Technology as a target, Stream 2 - Technology as Instrument)",2020-02-05
Royal Canadian Mounted Police (Public Service Employees),20-RCM-EA-W-C-MTL-INFOS-92451-1,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1468836,1468836,"STREAM 1: Computer Support Technician/Administrator, STREAM 2: IT Supervisor",2020-07-02
Royal Canadian Mounted Police (Public Service Employees),18-RCM-EA-N-S-NCR-IM/IT-74150,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1156582,1156582,Technical Analyst,2018-05-07
Royal Canadian Mounted Police (Public Service Employees),22-RCM-EA-N-S-NCR-SPS/TO-107908,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1780654,1780654,Various IT-02 opportunities (4 Streams),2022-06-30
Royal Canadian Mounted Police (Public Service Employees),20-RCM-EA-N-S-NCR-SPSCIO-92158,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1487137,1487137,"Manager, IM/IT Program (Anticipatory)",2020-09-22
Royal Canadian Mounted Police (Public Service Employees),22-RCM-EA-N-N-NCR-CIP-113178,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1891419,1891419,IT Analyst,2022-12-05
Royal Canadian Mounted Police (Public Service Employees),20-RCM-EA-N-S-NCR-SPS/TO-94100,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1495285,1495285,Security Analyst,2020-09-21
Royal Canadian Mounted Police (Public Service Employees),18-RCM-EA-N-S-NCR-IM/IT-74151,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1157040,1157040,"Support Technician, Infrastructure Operation",2018-05-07
Royal Canadian Mounted Police (Public Service Employees),21-RCM-EA-N-N-NCR-FP-103286,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1682775,1682775,"Senior Civilian Criminal Investigator, Cybercrime",2021-12-10
Royal Canadian Mounted Police (Public Service Employees),22-RCM-EA-N-N-NCR-FP-112292,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1873890,1873890,ANTICIPATORY - Civilian Criminal Investigator - Cybercrime,2022-10-31
Shared Services Canada,18-GSS-QC-EA-SMDC-222229,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1119963,1119963,"Manager, Infrastructure/Operations",2018-01-24
Shared Services Canada,18-GSS-ON-EA-StDrn-236852,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1179350,1179350,Technical Advisor,2018-07-04
Shared Services Canada,17-GSS-QC-EA-CITS-195796,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1027213,1027213,"Manager, Security",2017-04-03
Shared Services Canada,21-GSS-ON-EA-ProjMgmt-318326,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1640083,1640083,Senior Advisor,2021-09-02
Shared Services Canada,17-GSS-ON-EA-NetEndUsrs-188007,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=999279,999279,"Support Technician, Infrastructure and Operations",2017-01-10
Shared Services Canada,22-GSS-ON-EA-CyberIT-336829_1,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1833317,1833317,Manager and Senior Technical Advisor - Cyber Security & Infrastructure Operations,2022-08-11
Shared Services Canada,17-GSS-QC-EA-CITS-195903,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1027633,1027633,"Senior Advisor, Infrastructure/Operations",2017-04-03
Shared Services Canada,21-GSS-ON-EA-CS-318508,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1633531,1633531,"Team Leader, Data Management / Data Analytics",2021-07-30
Shared Services Canada,21-GSS-ON-EA-DCSB-310220,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1580984,1580984,"Technical Advisor, Mainframe & Bulk Print Management",2021-03-26
Shared Services Canada,17-GSS-ON-EA-CITS-211111,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1078876,1078876,Public Key Infrastructure (PKI) specialists (Technical Advisor),2017-09-15
Shared Services Canada,21-GSS-ON-EA-ProjMgmt-318325,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1640571,1640571,Technical Advisor,2021-09-02
Shared Services Canada,17-GSS-ON-EA-SMDC-210685,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1081916,1081916,Senior Technical Advisor,2017-10-02
Shared Services Canada,17-GSS-ON-EA-CITS-215215,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1096095,1096095,"Manager, Security / Senior Advisor, Security",2017-11-06
Shared Services Canada,16-GSS-QC-EA-CITS-186134,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=991593,991593,Technical Advisor   (Cyber Security),2016-12-15
Shared Services Canada,16-GSS-QC-EA-CITS-184718,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=986453,986453,IT Security Analyst (Cyber Security),2016-12-01
Shared Services Canada,16-GSS-ON-EA-SMDC-185657,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=990567,990567,Technical Advisor/ Team Leader / Project Leader - VARIOUS STREAMS,2016-12-12
Shared Services Canada,18-GSS-ON-EA-CITS-226790,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1137926,1137926,Technical Advisor (Engineering and Integration),2018-03-08
Shared Services Canada,17-GSS-QC-EA-NetEndUsrs-211966,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1082867,1082867,Manager Networks and Telecom (various disciplines),2017-09-29
Shared Services Canada,17-GSS-ON-EA-CITS-215112,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1095517,1095517,"Technical Advisor, Security / Team Leader, Security",2017-11-03
Shared Services Canada,18-GSS-ON-EA-StDrn-241236,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1197055,1197055,"Senior Advisor, Data Centre Operations",2018-08-13
Shared Services Canada,18-GSS-ON-EA-CITS-240555,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1200705,1200705,Director (Various Positions),2018-09-18
Shared Services Canada,20-GSS-QC-EA-DCSB-294559,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1475566,1475566,STREAM 1: Manager / STREAM 2: Senior Advisor,2020-07-23
Shared Services Canada,17-GSS-QC-EA-NetEndUsrs-211968,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1082996,1082996,IT Senior Advisor,2017-09-29
Shared Services Canada,17-GSS-QC-EA-CITS-215640,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1098098,1098098,Technical Advisor / Team Leader (Cyber Security),2017-11-10
Shared Services Canada,18-GSS-ON-EA-CITS-249982,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1232905,1232905,"Manager, Cyber and IT Security",2018-11-15
Shared Services Canada,21-GSS-ON-EA-SMDC-305392,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1535805,1535805,Technical Advisor IT Business Line Support Service (Trainer),2021-01-06
Shared Services Canada,22-GSS-ON-EA-CyberIT-336829,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1796721,1796721,Manager and Senior Technical Advisor - Cyber Security & Infrastructure Operations,2022-06-08
Shared Services Canada,20-GSS-ON-EA-CITS-298253,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1492582,1492582,Security Analyst - Stream 1: Cyber Security /Stream 2:  COMSEC and Facilities and Emissions (F&ES),2020-09-17
Shared Services Canada,22-GSS-ON-EA-CTOB-344357,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1848508,1848508,"Technical advisor, Entreprise Architecture",2022-09-21
Shared Services Canada,19-GSS-ON-EA-DCSB-261509-1,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1329741,1329741,"Technical Advisor, Linux/Unix",2019-07-09
Shared Services Canada,21-GSS-ON-EA-CorpServ-324433,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1690187,1690187,Support Analyst (CS-02) - IT Project Portfolio Management,2021-11-16
Shared Services Canada,17-GSS-ON-EA-CITS-214910,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1094555,1094555,IT Security Analyst,2017-11-01
Shared Services Canada,19-GSS-ON-EA-SMDC-276475,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1365245,1365245,Manager,2019-10-23
Shared Services Canada,17-GSS-QC-EA-CITS-215734,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1098166,1098166,Security Analyst (Cyber Security),2017-11-10
Shared Services Canada,19-GSS-ON-EA-DCSB-261510,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1286344,1286344,"Support Analyst, Linux/Unix",2019-05-16
